Index,Inspection_Date,Sale_Date,Sale_Price,Location,Classification,Architectural_Style,Year_Built,Bedrooms,Baths,Square_Feet,Count,Price_per_SF
494,2016-04-13,2016-05-18,165000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,1,120.6140350877193
495,2014-06-06,2014-07-11,137000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,1,100.14619883040936
496,2016-01-22,2016-02-26,155000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,1,113.30409356725146
497,2015-01-23,2015-02-27,142000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1368,1,103.80116959064327
498,2014-06-12,2014-07-17,139100,RIFLE,Townhome,TWO STORY,2007,3,3,1379,1,100.87019579405366
499,2016-03-23,2016-04-27,169000,RIFLE,Townhome,TWO STORY,2007,3,2,1379,1,122.55257432922407
500,2016-02-23,2016-03-29,134000,RIFLE,Townhome,TWO STORY,2004,3,2.5,1416,1,94.63276836158192
501,2015-08-19,2015-09-23,133000,RIFLE,Townhome,TWO STORY,2004,3,2.5,1416,1,93.92655367231639
502,2015-09-14,2015-10-19,175000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,123.50035285815102
503,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
504,2015-12-30,2016-02-03,178000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,125.61750176429075
505,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
506,2015-06-12,2015-07-17,145000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,102.32886379675371
507,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
508,2015-11-10,2015-12-15,180000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,127.02893436838391
509,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
510,2015-06-03,2015-07-08,140000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,98.80028228652081
511,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
512,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
513,2015-06-23,2015-07-28,170000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,119.97177134791814
514,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
515,2015-09-11,2015-10-16,175000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,123.50035285815102
516,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
517,2015-08-26,2015-09-30,163000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,115.0317572335921
518,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
519,2015-10-12,2015-11-16,167000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,117.8546224417784
520,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
521,2015-03-23,2015-04-27,149900,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,105.78687367678194
522,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
523,2015-06-03,2015-07-08,145000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,102.32886379675371
524,2015-05-26,2015-06-30,157000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,110.79745942131264
525,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
526,2015-06-19,2015-07-24,155000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,109.38602681721947
527,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
528,2016-05-06,2016-06-10,199000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,140.43754410726888
529,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
530,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
531,2016-03-11,2016-04-15,192000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,135.49752999294284
532,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
533,2016-02-24,2016-03-30,190000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,134.08609738884968
534,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
535,2016-03-16,2016-04-20,199000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,140.43754410726888
536,2016-04-08,2016-05-13,199000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,140.43754410726888
537,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
538,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
539,2016-05-24,2016-06-28,195000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,137.61467889908258
540,2016-05-03,2016-06-07,195000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,137.61467889908258
541,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
542,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,1552.57586450247
543,2016-04-22,2016-05-27,199500,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,1,140.79040225829218
544,2014-08-08,2014-09-12,145000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,102.32886379675371
545,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,1552.57586450247
546,2015-08-21,2015-09-25,165000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,116.44318983768525
547,2016-05-20,2016-06-24,199000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,140.43754410726888
548,2014-12-26,2015-01-30,2200000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,1552.57586450247
549,2016-04-26,2016-05-31,180000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,127.02893436838391
550,2014-08-20,2014-09-24,145000,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,102.32886379675371
551,2014-07-18,2014-08-22,124900,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,1,88.1439661256175
552,2014-07-09,2014-08-13,104920,RIFLE,Townhome,TWO STORY,2e3,3,2.5,1444,1,72.65927977839335
553,2014-09-15,2014-10-20,105600,RIFLE,Townhome,TWO STORY,2e3,3,2.5,1444,1,73.13019390581718
554,2015-06-04,2015-07-09,118500,RIFLE,Townhome,TWO STORY,2e3,3,2.5,1444,1,82.06371191135734
555,2014-10-02,2014-11-06,108000,RIFLE,Townhome,TWO STORY,2e3,3,2.5,1444,1,74.79224376731302
556,2016-02-09,2016-03-15,138000,RIFLE,Townhome,TWO STORY,1998,3,2.5,1444,1,95.56786703601108
557,2015-09-25,2015-10-30,150000,RIFLE,Townhome,TWO STORY,2008,3,3.5,1463,1,102.52904989747095
558,2014-09-16,2014-10-21,135000,RIFLE,Townhome,TWO STORY,2001,3,1.5,1468,1,91.96185286103542
559,2016-05-19,2016-06-23,162500,RIFLE,Townhome,TWO STORY,2002,3,1.5,1468,1,110.69482288828338
560,2016-04-01,2016-05-06,123000,RIFLE,Townhome,TWO STORY,2005,3,2.5,1480,1,83.10810810810811
561,2014-08-21,2014-09-25,153000,RIFLE,Townhome,TWO STORY,2009,3,2.5,1484,1,103.09973045822102
562,2015-04-09,2015-05-14,68400,RIFLE,Townhome,TWO STORY,1981,3,2.5,1497,1,45.69138276553106
563,2014-07-17,2014-08-21,68000,RIFLE,Townhome,TWO STORY,1981,3,2.5,1497,1,45.424181696726784
564,2015-04-10,2015-05-15,163000,RIFLE,Townhome,TWO STORY,2009,3,2.5,1516,1,107.5197889182058
565,2014-09-05,2014-10-10,130000,RIFLE,Condo,CONDO,1982,3,2.5,1632,1,79.65686274509804
566,2016-01-01,2016-02-05,124900,RIFLE,Condo,CONDO,1982,3,2.5,1632,1,76.53186274509804
567,2015-02-04,2015-03-11,90000,RIFLE,Townhome,TWO STORY,1980,3,2,1638,1,54.94505494505494
568,2015-02-04,2015-03-11,90000,RIFLE,Townhome,TWO STORY,1980,3,2,1638,1,54.94505494505494
569,2014-06-27,2014-08-01,165000,RIFLE,Townhome,TWO STORY,2006,4,2,1752,1,94.17808219178082
570,2014-10-01,2014-11-05,165000,RIFLE,Townhome,TWO STORY,2006,3,2,1836,1,89.86928104575163
571,2015-06-25,2015-07-30,137000,RIFLE,Condo,CONDO,2007,3,3.5,1920,1,71.35416666666667
572,2014-06-06,2014-07-11,140000,RIFLE,Townhome,TWO STORY,2006,3,3,2020,1,69.3069306930693
573,2015-04-17,2015-05-22,249000,RIFLE,Townhome,ONE STORY W/ BSMT,2005,3,2.5,2108,1,118.1214421252372
574,2016-01-13,2016-02-17,285000,RIFLE,Townhome,ONE STORY W/ BSMT,2005,3,2.5,2464,1,115.66558441558442
575,2015-04-24,2015-05-29,63000,SILT,Condo,ONE STORY,1980,2,1,768,1,82.03125
576,2015-07-31,2015-09-04,70000,SILT,Condo,ONE STORY,1981,2,1,806,1,86.848635235732
577,2015-07-10,2015-08-14,69000,SILT,Condo,ONE STORY,1982,2,1,806,1,85.60794044665012
578,2014-08-06,2014-09-10,88266,SILT,Condo,ONE STORY,1982,2,1,806,1,109.51116625310173
579,2014-10-07,2014-11-11,59900,SILT,Condo,ONE STORY,1982,2,1,806,1,74.31761786600497
580,2015-10-01,2015-11-05,194900,SILT,Townhome,TWO STORY,1995,3,1.5,1224,1,159.23202614379085
581,2015-08-04,2015-09-08,155000,SILT,Townhome,TWO STORY,1995,3,1.5,1224,1,126.63398692810458
582,2015-04-10,2015-05-15,187500,SILT,Townhome,ONE STORY,2006,3,2,1230,1,152.4390243902439
583,2016-01-21,2016-02-25,194000,SILT,Townhome,ONE STORY,2006,3,2,1230,1,157.72357723577235
584,2014-06-06,2014-07-11,143000,SILT,Townhome,ONE STORY,2006,3,2,1230,1,116.26016260162602
585,2015-06-08,2015-07-13,190000,SILT,Townhome,ONE STORY,2004,3,2,1230,1,154.47154471544715
586,2015-04-29,2015-06-03,185000,SILT,Townhome,TWO STORY,1997,3,2.5,1274,1,145.21193092621664
587,2016-03-25,2016-04-29,190000,SILT,Townhome,TWO STORY,1997,3,2.5,1274,1,149.13657770800629
588,2015-05-01,2015-06-05,190000,SILT,Townhome,ONE STORY,2005,3,2,1372,1,138.48396501457725
589,2016-03-23,2016-04-27,210000,SILT,Townhome,ONE STORY,2004,3,2,1372,1,153.0612244897959
590,2016-03-17,2016-04-21,205000,SILT,Townhome,ONE STORY,2004,3,2,1372,1,149.41690962099125
591,2016-05-16,2016-06-20,208000,SILT,Townhome,TWO STORY,2003,3,2.5,1380,1,150.7246376811594
592,2016-05-11,2016-06-15,225000,SILT,Townhome,ONE STORY,1996,3,2,1544,1,145.72538860103626
593,2015-05-07,2015-06-11,215000,SILT,Townhome,ONE STORY,1996,3,2,1544,1,139.24870466321244
594,2015-05-26,2015-06-30,128000,SILT,Townhome,ONE STORY W/ BSMT,1983,2,2,1568,1,81.63265306122449
595,2015-07-01,2015-08-05,154168,SILT,Townhome,TWO STORY,1997,3,2.5,1572,1,98.07124681933843
596,2015-12-29,2016-02-02,165000,SILT,Townhome,TWO STORY,1997,3,2.5,1572,1,104.9618320610687
597,2015-01-08,2015-02-12,182000,SILT,Townhome,TWO STORY,2001,3,2.5,1574,1,115.6289707750953
598,2015-12-18,2016-01-22,188500,SILT,Townhome,TWO STORY,2001,3,2.5,1574,1,119.75857687420584
599,2014-08-18,2014-09-22,195000,SILT,Townhome,TWO STORY,2007,3,2.5,1671,1,116.69658886894075
600,2016-05-20,2016-06-24,257900,SILT,Townhome,TWO STORY,2015,3,2.5,1676,1,153.8782816229117
601,2016-05-20,2016-06-24,229000,SILT,Townhome,TWO STORY,2009,3,2.5,1688,1,135.66350710900474
602,2014-07-23,2014-08-27,194000,SILT,Townhome,TWO STORY,2007,3,3,1820,1,106.5934065934066
603,2016-05-09,2016-06-13,288500,SILT,Townhome,TWO STORY,2001,3,2.5,1869,1,154.36062065275547
604,2015-05-01,2015-06-05,231000,SILT,Townhome,TWO STORY,2005,3,2.5,1924,1,120.06237006237006
605,2014-10-03,2014-11-07,171000,SILT,Townhome,TWO STORY,2004,4,3,2067,1,82.72859216255442
1,2015-10-20,2015-11-24,560000,CARBONDALE,Single Family,ONE STORY,1971,1,1,480,1,1166.6666666666667
3,2014-11-13,2014-12-18,630500,CARBONDALE,Single Family,ONE,1999,1,1,710,1,888.0281690140845
4,2014-08-08,2014-09-12,2800000,CARBONDALE,Single Family,ONE STORY,2008,2,1,764,1,3664.9214659685863
5,2015-08-17,2015-09-21,785000,CARBONDALE,Single Family,ONE STORY,1994,1,1,804,1,976.3681592039801
6,2015-03-06,2015-04-10,1200000,CARBONDALE,Single Family,ONE STORY,1993,1,1,825,1,1454.5454545454545
7,2016-02-18,2016-03-24,1040000,CARBONDALE,Single Family,TWO STORY,2008,1,1,957,1,1086.7293625914315
8,2015-06-08,2015-07-13,340000,CARBONDALE,Single Family,ONE STORY,1957,2,1.75,960,1,354.1666666666667
9,2015-08-11,2015-09-15,395000,CARBONDALE,Single Family,ONE STORY,2004,2,2,960,1,411.4583333333333
10,2016-04-22,2016-05-27,987500,CARBONDALE,Single Family,TWO STORY,1967,1,1,960,1,1028.6458333333333
11,2015-04-03,2015-05-08,410000,CARBONDALE,Single Family,ONE STORY,1923,2,1,964,1,425.31120331950206
12,2015-06-29,2015-08-03,385000,CARBONDALE,Single Family,ONE STORY,1888,2,1,984,1,391.260162601626
13,2014-06-10,2014-07-15,420000,CARBONDALE,Single Family,ONE STORY,1883,2,1,1029,1,408.16326530612247
14,2014-10-02,2014-11-06,399000,CARBONDALE,Single Family,STRAW BALE,2009,2,2,1080,1,369.44444444444446
15,2015-10-20,2015-11-24,560000,CARBONDALE,Single Family,ONE STORY,1971,3,2,1080,1,518.5185185185185
16,2014-10-15,2014-11-19,1485200,CARBONDALE,Single Family,TWO STORY,2008,2,2.25,1152,1,1289.236111111111
17,2015-03-12,2015-04-16,405000,CARBONDALE,Single Family,TWO STORY,2008,2,2.25,1152,1,351.5625
18,2014-10-15,2014-11-19,1485200,CARBONDALE,Single Family,TWO STORY,2008,2,2.25,1152,1,1289.236111111111
19,2015-02-19,2015-03-26,379000,CARBONDALE,Single Family,TWO STORY,2008,2,2.25,1152,1,328.99305555555554
20,2014-10-15,2014-11-19,1485200,CARBONDALE,Single Family,TWO STORY,2008,2,2.25,1152,1,1289.236111111111
21,2015-03-12,2015-04-16,410000,CARBONDALE,Single Family,TWO STORY,2008,2,2.25,1152,1,355.90277777777777
22,2015-03-17,2015-04-21,345000,CARBONDALE,Single Family,ONE STORY,1888,3,1.5,1202,1,287.0216306156406
23,2014-07-24,2014-08-28,430000,CARBONDALE,Single Family,ONE STORY,1972,3,1,1212,1,354.7854785478548
24,2016-03-11,2016-04-15,369000,CARBONDALE,Single Family,ONE STORY,1984,3,1,1276,1,289.1849529780564
25,2015-08-12,2015-09-16,492000,CARBONDALE,Single Family,ONE STORY,1978,3,2,1281,1,384.07494145199064
26,2015-01-30,2015-03-06,415000,CARBONDALE,Single Family,TWO STORY,1978,3,1.7,1296,1,320.21604938271605
27,2015-06-16,2015-07-21,489000,CARBONDALE,Single Family,ONE STORY,1975,3,1.7,1323,1,369.6145124716553
28,2016-02-29,2016-04-04,360000,CARBONDALE,Single Family,ONE WITH HALF STORY,1883,3,1,1399,1,257.32666190135814
29,2015-11-18,2015-12-23,385500,CARBONDALE,Single Family,ONE STORY,1958,2,1.75,1419,1,271.67019027484145
30,2014-12-25,2015-01-29,450000,CARBONDALE,Single Family,ONE STORY,1960,4,2.25,1427,1,315.3468815697267
31,2015-08-13,2015-09-17,425000,CARBONDALE,Single Family,ONE STORY,1979,3,1.7,1432,1,296.7877094972067
32,2014-07-11,2014-08-15,1210000,CARBONDALE,Single Family,TWO STORY,2003,1,1.5,1437,1,842.0320111343076
33,2014-10-31,2014-12-05,430000,CARBONDALE,Single Family,ONE STORY,1978,3,2,1456,1,295.3296703296703
34,2015-06-15,2015-07-20,529000,CARBONDALE,Single Family,ONE STORY,1978,3,2,1471,1,359.6193065941536
35,2014-08-05,2014-09-09,700000,CARBONDALE,Single Family,ONE STORY,2008,2,2,1484,1,471.6981132075472
36,2015-03-25,2015-04-29,490000,CARBONDALE,Single Family,ONE STORY,1995,2,2,1496,1,327.5401069518717
37,2015-10-13,2015-11-17,490000,CARBONDALE,Single Family,TWO STORY,1999,2,2.5,1500,1,326.6666666666667
38,2015-12-18,2016-01-22,494000,CARBONDALE,Single Family,TWO STORY,1999,2,2.5,1500,1,329.3333333333333
39,2014-10-28,2014-12-02,460000,CARBONDALE,Single Family,BI LEVEL,1990,4,2,1514,1,303.83091149273446
40,2014-08-20,2014-09-24,416300,CARBONDALE,Single Family,ONE STORY,1979,3,2,1521,1,273.7015121630506
41,2014-08-26,2014-09-30,385000,CARBONDALE,Single Family,ONE STORY,1978,3,2,1536,1,250.65104166666666
42,2014-11-14,2014-12-19,416000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1966,3,2,1539,1,270.3053931124107
43,2015-10-02,2015-11-06,475000,CARBONDALE,Single Family,ONE STORY,1978,3,1.7,1547,1,307.0458952811894
44,2015-06-08,2015-07-13,462500,CARBONDALE,Single Family,TWO STORY,2006,3,2.5,1574,1,293.8373570520966
45,2014-06-05,2014-07-10,350000,CARBONDALE,Single Family,ONE WITH HALF STORY,1977,3,2,1580,1,221.51898734177215
46,2014-08-06,2014-09-10,339500,CARBONDALE,Single Family,MANUFACTURED HUD,1997,3,2,1596,1,212.71929824561403
47,2016-01-18,2016-02-22,595000,CARBONDALE,Single Family,TWO STORY,2001,4,3,1622,1,366.8310727496917
48,2014-06-17,2014-07-22,495000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,1977,3,2.5,1646,1,300.72904009720537
49,2014-11-18,2014-12-23,438300,CARBONDALE,Single Family,TWO STORY,1898,2,2,1656,1,264.67391304347825
50,2016-05-11,2016-06-15,500000,CARBONDALE,Single Family,ONE STORY,1994,3,2,1658,1,301.56815440289506
51,2014-07-03,2014-08-07,485000,CARBONDALE,Single Family,BI LEVEL,1978,3,1.7,1674,1,289.72520908004776
52,2014-09-25,2014-10-30,572500,CARBONDALE,Single Family,TWO STORY,1988,3,2,1690,1,338.7573964497041
53,2015-12-24,2016-01-28,530000,CARBONDALE,Single Family,TWO STORY,1978,3,2.5,1696,1,312.5
54,2015-06-16,2015-07-21,625000,CARBONDALE,Single Family,ONE STORY,1978,3,2,1700,1,367.6470588235294
55,2015-02-12,2015-03-19,495000,CARBONDALE,Single Family,ONE STORY,1990,3,1.75,1704,1,290.49295774647885
56,2015-03-04,2015-04-08,519000,CARBONDALE,Single Family,TWO STORY,1998,3,3.5,1714,1,302.8004667444574
57,2014-09-29,2014-11-03,470000,CARBONDALE,Single Family,TWO STORY,2009,3,3.5,1724,1,272.62180974477957
58,2016-05-13,2016-06-17,439000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,2015,3,3.5,1728,1,254.05092592592592
59,2016-05-13,2016-06-17,439000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,2015,3,3.5,1728,1,254.05092592592592
60,2016-05-13,2016-06-17,439000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,2015,3,3.5,1728,1,254.05092592592592
61,2014-07-07,2014-08-11,453000,CARBONDALE,Single Family,ONE STORY,1972,3,2,1844,1,245.66160520607374
62,2015-07-17,2015-08-21,450000,CARBONDALE,Single Family,TRI LEVEL,1971,4,1.5,1846,1,243.7703141928494
63,2015-06-19,2015-07-24,560000,CARBONDALE,Single Family,BI LEVEL,1978,4,2,1872,1,299.14529914529913
64,2015-06-10,2015-07-15,590000,CARBONDALE,Single Family,TWO STORY,2001,2,2,1892.9,1,311.6910560515611
65,2014-09-25,2014-10-30,620000,CARBONDALE,Single Family,ONE WITH HALF STORY,2002,3,1.75,1912,1,324.26778242677824
66,2014-11-24,2014-12-29,520000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1959,4,2,1920,1,270.8333333333333
67,2015-10-02,2015-11-06,540000,CARBONDALE,Single Family,BI LEVEL,1993,4,3,1920,1,281.25
68,2015-06-17,2015-07-22,595000,CARBONDALE,Single Family,ONE STORY,1994,3,2,1957,1,304.03679100664283
69,2014-10-20,2014-11-24,725000,CARBONDALE,Single Family,MODULAR WITH ADDITION,2007,3,2.5,1960,1,369.8979591836735
70,2014-11-18,2014-12-23,560000,CARBONDALE,Single Family,ONE STORY,1979,4,2.5,1979,1,282.9711975745326
71,2015-03-30,2015-05-04,535000,CARBONDALE,Single Family,TWO STORY,1999,3,3.5,1992,1,268.574297188755
72,2015-08-10,2015-09-14,782500,CARBONDALE,Single Family,ONE STORY,1977,3,2.5,1998,1,391.6416416416416
73,2014-12-04,2015-01-08,497500,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1976,3,2.5,2016,1,246.77579365079364
74,2014-08-26,2014-09-30,540000,CARBONDALE,Single Family,ONE STORY,1992,3,2,2024,1,266.798418972332
75,2015-10-01,2015-11-05,469000,CARBONDALE,Single Family,ONE STORY,1979,4,2,2049,1,228.89214250854076
76,2015-03-18,2015-04-22,535000,CARBONDALE,Single Family,ONE STORY,1990,3,2,2068,1,258.70406189555126
77,2015-11-06,2015-12-11,615000,CARBONDALE,Single Family,STRAW BALE,2005,3,1.75,2073.6,1,296.58564814814815
78,2015-08-17,2015-09-21,785000,CARBONDALE,Single Family,TWO STORY,1974,4,3,2106,1,372.74453941120606
79,2016-01-18,2016-02-22,525000,CARBONDALE,Single Family,TWO STORY,1997,3,2.5,2129,1,246.59464537341475
80,2015-05-05,2015-06-09,475000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1979,3,2.5,2140,1,221.9626168224299
81,2016-04-05,2016-05-10,499000,CARBONDALE,Single Family,TWO STORY,2005,3,3,2148,1,232.3091247672253
82,2014-07-08,2014-08-12,446900,CARBONDALE,Single Family,TWO STORY,2005,4,3.5,2148,1,208.0540037243948
83,2015-08-13,2015-09-17,450000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1985,2,2.25,2160,1,208.33333333333334
84,2015-04-27,2015-06-01,470000,CARBONDALE,Single Family,TWO STORY,2006,4,3.25,2162,1,217.3913043478261
85,2016-04-04,2016-05-09,769000,CARBONDALE,Single Family,ONE STORY,1999,3,3,2164,1,355.3604436229205
86,2015-06-12,2015-07-17,589000,CARBONDALE,Single Family,TWO STORY,1994,3,2.5,2180,1,270.1834862385321
87,2015-03-11,2015-04-15,600000,CARBONDALE,Single Family,TWO STORY,1978,2,2.5,2207,1,271.8622564567286
88,2015-04-22,2015-05-27,515000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,2015,3,2.25,2207,1,233.34843679202538
89,2015-12-17,2016-01-21,562000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,2015,3,2.25,2207,1,254.64431354780245
90,2015-12-17,2016-01-21,562000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,2015,3,2.25,2207,1,254.64431354780245
91,2015-11-25,2015-12-30,725000,CARBONDALE,Single Family,TWO STORY,1998,3,2.5,2222,1,326.2826282628263
92,2015-08-31,2015-10-05,620000,CARBONDALE,Single Family,TWO STORY,1995,3,2.5,2272,1,272.88732394366195
93,2016-04-08,2016-05-13,650000,CARBONDALE,Single Family,TWO STORY WITH BASEMENT,1998,4,3.5,2275,1,285.7142857142857
94,2014-07-02,2014-08-06,642500,CARBONDALE,Single Family,TWO STORY,1999,3,2.5,2319,1,277.05907718844327
95,2014-07-11,2014-08-15,470000,CARBONDALE,Single Family,TWO STORY,1991,3,3.25,2328,1,201.89003436426117
96,2016-05-10,2016-06-14,625000,CARBONDALE,Single Family,BI LEVEL,1993,3,2.75,2336,1,267.5513698630137
97,2015-05-08,2015-06-12,656500,CARBONDALE,Single Family,ONE STORY,1967,3,3.5,2340,1,280.55555555555554
98,2016-03-11,2016-04-15,620000,CARBONDALE,Single Family,TWO STORY,2002,3,3,2345,1,264.3923240938166
99,2015-08-05,2015-09-09,670000,CARBONDALE,Single Family,TWO STORY,1999,4,3.5,2360,1,283.89830508474574
100,2015-06-24,2015-07-29,625000,CARBONDALE,Single Family,TWO STORY,2015,4,2.5,2361,1,264.7183396865735
101,2015-06-24,2015-07-29,625000,CARBONDALE,Single Family,TWO STORY,2015,4,2.5,2361,1,264.7183396865735
102,2014-10-09,2014-11-13,465000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1980,4,1.75,2392,1,194.3979933110368
103,2015-10-06,2015-11-10,610000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1992,4,3,2404,1,253.74376039933443
104,2015-08-17,2015-09-21,655000,CARBONDALE,Single Family,TWO STORY,1994,3,3.25,2432,1,269.3256578947368
105,2015-11-17,2015-12-22,591000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,2015,4,3.5,2442,1,242.014742014742
106,2015-01-14,2015-02-18,473241,CARBONDALE,Single Family,ONE STORY,1979,3,2,2454,1,192.84474327628362
107,2015-09-15,2015-10-20,442500,CARBONDALE,Single Family,ONE STORY,1979,3,2,2454,1,180.31784841075793
108,2014-08-18,2014-09-22,605000,CARBONDALE,Single Family,TWO STORY,2004,4,3.5,2467,1,245.2371301175517
109,2015-06-29,2015-08-03,790000,CARBONDALE,Single Family,TWO STORY,2e3,4,3.5,2476,1,319.06300484652667
110,2015-11-17,2015-12-22,684000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,2001,3,2.5,2482,1,275.5842062852538
111,2015-05-07,2015-06-11,640000,CARBONDALE,Single Family,TWO STORY,2014,3,2.5,2498,1,256.20496397117694
112,2016-04-26,2016-05-31,650000,CARBONDALE,Single Family,ONE STORY,2001,3,3.5,2500,1,260
113,2015-09-14,2015-10-19,765000,CARBONDALE,Single Family,ONE STORY,2013,3,2.75,2502,1,305.75539568345323
114,2016-04-20,2016-05-25,585000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1997,3,2.7,2506,1,233.43974461292896
115,2014-10-10,2014-11-14,675000,CARBONDALE,Single Family,ONE WITH HALF STORY,2e3,3,2.5,2523,1,267.538644470868
116,2014-06-16,2014-07-21,567000,CARBONDALE,Single Family,BI LEVEL,1989,3,2.5,2524,1,224.6434231378764
117,2014-12-02,2015-01-06,495000,CARBONDALE,Single Family,ONE STORY WITH BASEMENT,1998,3,3.5,2536,1,195.18927444794951
118,2016-02-23,2016-03-29,635000,CARBONDALE,Single Family,TWO STORY,2015,3,2.5,2542,1,249.80330448465776
119,2014-08-06,2014-09-10,675000,CARBONDALE,Single Family,TWO STORY,1998,4,3.5,2552,1,264.4984326018809
120,2015-06-18,2015-07-23,560000,CARBONDALE,Single Family,ONE WITH HALF STORY,1982,5,4.5,2560,1,218.75
